0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0  0  0  0 0 0 0 0 0 0  0  0  0  0  0  0 0 0 0 0 0  0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0  0  0  0 0 0 0 0 0  0 0 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0 0 0 0 0 0 0 0 0 0 0  0  0  0 0 0 0 0 0 0 0 0 0  0  0 0 0 0 0 0 0 0  0  0 0 0 0 0 0 0 0  0  0 0 0 0 0 0 0 0 0 0  0  0  0  0  0 0 0  0  0  0 0 0 0 0 0 0  0 0 0 0 0 0  0 0 0 0 0 0  0 0 0 0 0 0 0  0  0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0  0  0  0  0  0  0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0  0 0 0 0 0 0 0 0  0  0  0 0 0 0 0 0 0 0 0 0 0  0  0 0 0 0 0 0  0  0  0  0  0  0  0 0  0 0 0 0  0  0  0  0  0  0  0  0  0 0  0  0  0  0  0  0  0  0 0 0  0 0 0 0 0  0 0 0 0 0 0 0  0 0 0  0  0 0 0 0 0 0 0  0 0  0  0 0  0 0  0 0 0 0  0  0  0 0 0 0 0 0 0  0  0  0 0 0 0 0 0 0 0 0 0 0  0  0 0 0 0 0 0 0  0  0  0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0  0 0  0 0 0  0  0 0        
0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  4  4  0  0 0 0 0 0 0 0  0  0  0  0  0  0 0 0 0 0 0  0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0  0  0  0 0 0 0 0 0  0 0 0 0  0  0 0 0 0 0 0 0 0 0 0 0 4 4 0 0 0  0  0 0 0 0 0 0 0 0 0 0 0  0  0  0 0 0 0 0 0 0 0 0 0  0  0 0 0 0 0 0 0 0  0  0 0 0 0 0 0 0 0  0  0 0 0 0 0 0 0 0 0 0  0  0  0  0  0 0 0  0  0  0 0 0 0 0 0 0  0 0 0 0 0 0  0 0 0 0 0 0  0 0 0 0 0 0 0  0  0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0  0  0  0  0  0  0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0  0 0 0 0 0 0 0 0  0  0  0 0 0 0 0 0 0 0 0 0 0  0  0 0 0 0 0 0  0  0  0  0  0  0  0 0  0 0 0 0  0  0  0  0  0  0  0  0  0 0  0  0  0  0  0  0  0  0 0 0  0 0 0 0 0  0 0 0 0 0 0 0  0 0 0  0  0 0 0 0 0 0 0  0 0  0  0 0  0 0  0 0 0 0  0  0  0 0 0 0 0 0 0  0  0  0 0 0 0 0 0 0 0 0 0 0  0  0 0 0 0 0 0 0  0  0  0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0  0 0  0 0 0  0  0 0       
0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0  4  4  4  4  0 0 0 0 0 0 0  0  0  0  0  0  0 0 0 0 0 0  0  0  0 0 0 0 0 0 0 0 0 0 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 21  0  0 0 0 0 0 0  0 0 0 0  0  0 0 0 0 0 0 0 0 0 0 0 3 5 0 0 0  0  0 0 0 0 0 0 0 0 0 0 0  0  0  0 0 0 0 0 0 0 0 0 0  0  0 0 0 0 0 0 0 0  0  0 0 0 0 0 0 0 0  0  0 0 0 0 0 0 0 0 0 0  0 21 21  0  0 0 0  0  0  0 0 0 0 0 0 0  0 0 0 0 0 0  0 0 0 0 0 0  0 0 0 0 0 0 0  0  0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0  4  4  4  4  4  0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0  0 0 0 0 0 0 0 4  4  4  0 0 0 0 0 0 0 0 0 0 0  0  0 0 0 0 0 0  0  0  0  0  0  0  0 0  0 0 0 0  0  0  0  0  0  0  0  0  0 0  0  0  0  0  0  0  0  0 0 0  0 0 0 0 0  0 0 0 0 4 4 4 21 0 0  0  0 0 0 0 0 0 0  0 0  0  0 0  0 0  0 0 0 0  0  0  0 0 0 0 0 0 0  0  0  0 0 0 0 0 0 0 0 0 0 0 21 21 4 4 4 0 0 0  0  0  0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0  0 0  0 0 0  0  0 0       
0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0  4  0  0  4  0 0 0 0 0 0 0  0  0  0  0  0  0 4 4 0 0 0  0  0  0 0 0 0 0 0 0 0 0 0 3 2 5 0 0 0 0 0 4 4 0 0 0 0 0  0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0  0  0  0 0 0 0 0 0  0 0 0 0  0  0 0 0 0 0 0 0 4 4 0 0 0 0 0 0 0 21 21 0 0 0 0 0 0 0 0 0 0  4  4  4 0 0 0 0 0 0 0 0 0  0  0 0 0 0 0 0 0 0  0  0 0 0 0 0 0 0 0  0  0 0 0 0 0 0 0 0 4 4 21 21 21 21  0 4 0  0  0  0 0 0 4 0 0 0  0 0 0 0 0 0  0 0 0 0 0 0  0 0 0 0 0 0 0  0  0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0  4  4  4  4  4  0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  4  4 0 0 0 0 0 4 4  4  4  4 4 4 0 0 0 0 0 0 0 0  0  0 0 0 0 0 0  0  0  0  0  0  0  0 0  0 0 4 4  0  0  0  0  0  0  0  0  0 0  0  0  0 21  0  0  0  0 0 0  0 0 0 0 0  0 0 0 0 3 2 2  5 0 0  0  0 0 0 0 0 0 0  0 0  0  0 0  0 0  0 0 0 0  0  0  0 0 0 0 0 0 0  0  0  0 0 0 0 0 0 0 0 0 0 0 21 21 3 2 5 0 0 0  0  0  4 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0  0 0  0 0 0  0  0 0         
0 0 0  0 0 0 0 0 0 0 0 4 4 4 0 0 0  0 21 21  0  0 0 0 0 0 0 0  0 21 21 21  0  0 0 0 3 2 5  0  0  0 0 0 0 0 0 0 0 0 0 8 1 7 0 0 0 0 4 4 4 4 0 0 0 0  0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0  4  0  0 0 4 4 4 0  0 0 0 0  0  0 0 0 0 0 0 0 3 5 0 0 0 0 0 0 0  3  5 0 0 0 0 0 0 0 0 0 4  4  4  4 4 0 0 0 4 4 0 0 0  0  0 0 0 0 0 4 4 4  0  0 0 0 0 4 4 0 0  0  0 0 0 4 4 0 0 3 2 2  2  5 15 18  3 2 2  5 15 18 3 2 2 5 0 0 21 0 0 4 0 0 21 0 0 4 0 0 21 0 0 4 0 0 0 21  4 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 21 21  4  4  4  0 0 0 0 0 0 0  0 0 0 0 4 4 0 0 20 19 0 0 0 0 4 4 4 21 21 21 4 4 4 0 0 0 0 0 0 0  0  0 0 0 0 0 0  0  0  0  0  0  0  0 0  0 0 4 4  0  0 21 21  0  0  0  0  0 0  0  0  0  0 21  0  0  0 0 0  0 0 0 4 4 21 4 0 0 0 0 0  0 0 0 21 21 4 4 0 0 0 0  0 0  0  4 0  0 0  0 0 0 0  0  0  0 0 0 0 0 0 0  0  0  0 0 0 0 0 0 0 4 4 4 0  3  2 8 1 7 0 0 0  0 21  4 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0  0 0  0 0 0  0 24 0       
0 0 0  0 0 0 0 0 0 3 2 2 2 2 2 2 5 15 16 17 18  3 2 2 2 2 2 2  5 15 16 18 20 19 0 0 8 1 7  0  0  0 0 0 4 4 4 4 0 0 0 8 1 7 0 0 0 0 0 0 0 0 0 4 0 0 21 0 0 4 0 0 21 0 0 4 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 20 19  0 0 3 2 5 0  0 0 0 0  0  0 0 0 4 4 0 0 0 0 0 0 0 0 0 0 0  0  0 0 0 4 4 0 0 0 0 0 0  0  0  0 0 0 0 0 4 4 0 0 0  0  0 0 0 0 3 2 2 5 21 21 0 0 0 3 5 0 0 21 21 0 0 3 5 0 0 8 1 1  1  7 14 14 11 9 9 12 14 14 8 1 1 7 0 0  2 0 0 2 0 0  2 0 0 2 0 0  2 0 0 2 0 0 0 21 21 4 4 4 0 0 0 0 0  0 0 0 3 2 2 2 2 2 2  5 15 16 17 18  3 2 2 2 2 2 2  5 0 0 0 3 5 0 0  8  7 0 0 3 2 2 2 2  2  2  2 2 2 2 2 2 2 5 0 0 0 21 21 4 4 0 0 0  4  4 20 13 19  0  0 4  4 4 3 5  0  0  4  4  0  0  0  0 21 0  0  0  0  0  0  0  0 21 0 0  0 0 0 3 2  2 5 0 0 0 0 0  0 0 0  3  2 2 5 0 0 0 0  0 0  4  4 4  4 0  0 0 0 0  0 21  0 0 0 0 4 4 0  0  0  0 0 0 0 0 0 3 2 2 2 2  8  1 8 1 7 0 0 0  4 20 19 0 0 0 0 21 0 0 0 0 0 0 0 4 0 0  0 0 21 3 2  2  2 2        
3 2 2  2 5 0 0 0 0 8 1 1 1 1 1 1 7 14 14 14 14 11 9 9 9 9 9 9 12 14 14 14  8  7 0 0 8 1 7  0  0  0 3 2 2 2 2 2 5 0 0 8 1 7 0 0 0 0 0 3 5 0 0 2 0 0  2 0 0 2 0 0  2 0 0 2 0 0 0 0 21 0 4 4 4 4 0 0 0 0 0 0  8  7  0 0 8 1 7 0  0 0 0 0  0  0 0 0 3 5 0 0 0 0 0 0 0 0 0 0 0  0  0 0 0 3 5 0 0 0 0 0 0  0 21  0 0 0 0 0 0 0 0 0 0 21 21 0 3 2 8 1 1 7  2  5 0 0 0 0 0 0 0  3  5 0 0 8 7 0 0 8 1 1  1  7 10 10 11 9 9 12 10 10 8 1 1 7 0 0  1 0 0 1 0 0  1 0 0 1 0 0  1 0 0 1 0 0 3  2  2 2 2 2 2 5 0 0 0  0 0 0 8 1 1 1 1 1 1  7 14 14 14 14 11 9 9 9 9 9 9 12 0 0 0 8 7 0 0  8  7 0 0 8 1 1 1 1  1  1  1 1 1 1 1 1 1 7 0 0 0  3  2 2 5 0 0 0 20 13  8  1  7  0  0 4  0 0 8 7  0  0  4  4  4 21  4  4  4 0  0 21 21  4  4  4  4  4 0 0  0 0 0 0 0  0 0 0 0 0 0 0  0 0 0  0  0 0 0 0 0 0 0 21 4  4  4 4  4 4  4 0 0 0 21 21 21 0 0 4 4 4 4  0 21  0 0 0 0 0 0 8 1 1 1 1  8  1 8 1 7 0 0 0 13  1  7 0 0 0 0 21 0 4 0 0 0 0 3 2 5 0  4 0 21 8 1  1  1 1          
8 1 1  1 7 0 4 4 0 8 1 1 1 1 1 1 7 10 10 10 10 11 9 9 9 9 9 9 12 10 10 10  8  7 0 0 8 1 7  0  0  0 8 1 1 1 1 1 7 0 0 8 1 7 0 0 0 0 0 8 7 0 0 1 0 0  1 0 0 1 0 0  1 0 0 1 0 0 3 2  2 2 2 2 2 2 2 2 5 0 0 0  8  7  0 0 8 1 7 0 21 4 4 4  4 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0 0 0 0 0 0 0 0 0 0 0 21 21 21 0 0 0 0 0 0 0 0 0 21 21 0 8 1 8 1 1 7  1  7 0 0 0 0 0 0 0  0  0 0 0 8 7 0 0 8 1 1  1  7 10 10 11 9 9 12 10 10 8 1 1 7 0 0  1 0 0 1 0 0  1 0 0 1 0 0  1 0 0 1 0 0 8  1  1 1 1 1 1 7 0 4 4 21 0 0 8 1 1 1 1 1 1  7 10 10 10 10 11 9 9 9 9 9 9 12 0 0 0 8 7 0 0  8  7 0 0 8 1 1 1 1  3  2  2 2 2 2 2 2 2 2 5 0 0  0  0 0 0 0 0 0  8  1  8  1  7  4 21 0 21 0 8 7  0  0  3  2  2  2  2  2  2 2  5 15 16 16 16 17 18  3 2 2  5 0 0 0 0  0 0 0 0 0 0 0  0 0 0  0  0 0 0 0 0 4 4 21 4  4 21 4  4 4 21 4 4 0 21 21 21 0 0 4 4 4 4 21 21 21 0 0 0 0 0 8 1 1 1 1  8  1 8 1 7 0 0 0  8  1  7 0 0 0 4  4 4 3 2 2 2 2 8 1 7 5  4 0 21 8 1  1  1 1         
8 1 1  1 7 3 5 4 4 8 1 3 2 2 2 5 7 10 10 10 10 11 9 9 9 9 9 9 12 10 10 10  8  7 0 0 8 1 7 21  4  4 8 1 1 1 1 1 7 0 0 8 1 7 0 0 0 0 0 8 7 0 0 1 0 0  1 0 0 1 0 0  1 0 0 1 0 0 8 1  1 1 1 1 1 1 1 1 7 0 0 0  8  7  0 0 8 3 2 2  2 2 2 2  2  5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0 0 0 0 0 0 0 3 2 2 2  2  2  2 2 5 0 0 0 0 0 3 2  2  2 2 8 1 8 1 1 7  1  7 0 0 0 0 0 0 0  0  0 0 0 8 7 0 0 8 1 1  1  7 10 10 11 9 9 12 10 10 8 1 1 7 0 0  1 0 0 1 0 0  1 0 0 1 0 0  1 0 0 1 0 0 8  1  1 1 1 1 1 7 3 2 2  5 0 0 8 1 3 2 2 2 5  7 10 10 10 10 11 9 9 9 9 9 9 12 0 0 0 8 7 0 0  8  7 0 0 8 1 1 1 1  8  1  1 1 1 1 1 1 1 1 7 0 0  0  0 0 0 0 0 0  8  1  8  3  2  2  2 2  2 5 8 7  0  0 11  9  9  9  9  9  9 9 12 14 14 14 14 14 14 11 9 9 12 0 0 0 0  0 0 0 0 0 0 0  0 0 0  0  0 0 0 0 0 3 2  2 2  2  2 2  2 2  2 2 2 2  2  2  2 2 2 2 2 2 2  2  2  2 2 2 5 0 0 8 1 1 1 1  8  1 8 1 7 0 0 0  8  1  7 0 0 0 3  2 2 8 1 1 1 1 8 1 7 7 21 0 21 8 1  1  1 1        
8 1 1  1 7 8 3 2 2 2 5 8 1 1 1 7 7 10 10 10 10 11 9 9 9 9 9 9 12 10 10 10  8  7 0 0 8 3 2  2  2  2 8 1 1 1 1 1 7 0 0 8 1 7 0 0 3 2 5 8 7 0 0 1 0 0  1 0 0 1 0 0  1 0 0 1 0 0 8 1  1 1 1 1 3 2 2 2 2 5 0 0  8  7  0 0 8 8 1 1  1 1 1 1  1  7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0 0 0 0 0 0 0 8 1 1 1  1  1  1 1 7 0 0 0 0 0 8 1  1  1 1 8 1 8 1 1 7  1  7 0 0 0 0 0 0 0  0  0 0 0 8 7 0 0 8 1 1  1  7 10 10 11 9 9 12 10 10 8 1 1 7 0 0  1 0 0 1 0 0  1 0 0 1 0 0  1 0 0 1 0 0 8  1  1 1 1 1 1 7 8 3 2  2 2 2 2 5 8 1 1 1 7  7 10 10 10 10 11 9 9 9 9 9 9 12 0 0 0 8 7 0 0  8  7 0 0 8 1 1 1 1  8  1  1 1 1 1 1 1 1 1 7 0 0  0  0 0 0 0 0 0  8  1  8  8  1  1  1 1  1 7 8 7  0  0 11  9  9  9  9  9  9 9 12 10 10 10 10 10 10 11 9 9 12 0 0 0 0  0 0 0 0 0 0 0  0 0 0  0  0 0 0 0 0 8 1  1 1  1  1 1  1 1  1 1 1 1  1  1  1 1 1 1 1 1 1  1  1  1 1 1 7 0 0 8 1 1 1 1  8  1 8 1 7 0 0 0  8  1  7 0 0 0 8  1 1 8 1 1 3 2 2 2 2 2  2 2  5 8 1  1  1 1   
